id,name,origin,teaType,ingredients,flavorProfile,bitterness,sweetness,floralNotes,spiceLevel,aroma,caffeine,calories,preparationTime,steepTemperature,waterRatio,healthBenefits,moodTags,season,price,rating,reviewsCount,description,foodPairings,imageUrl
TEA-IN-0283,Royal Elaichi & Kesar Rich Chai,Delhi Old Quarter,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Cardamom (Elaichi); Creamy; Cinnamon (Dalchini),3.2,6.9,2.1,8.3,9.3,66,29,5,95,2.5g per 200ml (or 1:1 milk-water for Chai),Anti-inflammatory; Immunity Shield,Energetic; Uplifted; Comforting; Cozy,Monsoon Special,742.0,4.42,404,"An exquisite handcrafted masala chai harvest from the famed terroirs of Delhi Old Quarter. Imbued with prominent sensory notes of Cardamom (Elaichi), Creamy, Cinnamon (Dalchini), this blend exhibits an aroma rating of 9.3/10. Specially curated for energetic, uplifted rituals, it offers potent anti-inflammatory, immunity shield.",Dhokla with Green Chilies; Shrewsbury Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0284,Traditional Samovar Cinnamon Kahwa Lot #795 '26,Kashmir (Pampore Saffron Fields),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cardamom; Sweet Almond; Nutty,2.1,8.6,7.4,6.8,9.3,25,5,3,85,2.5g per 200ml (or 1:1 milk-water for Chai),Calming Warmth; Stress Relief; Skin Glow & Radiance; Immunity Boost,Refreshed; Meditative; Cozy; Calm,Autumnal Harvest,1202.0,4.49,239,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Pampore Saffron Fields). Imbued with prominent sensory notes of Cardamom, Sweet Almond, Nutty, this blend exhibits an aroma rating of 9.3/10. Specially curated for refreshed, meditative rituals, it offers potent calming warmth, stress relief.",Gulab Jamun with Rosewater Syrup; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0285,Emerald Dew Nilgiri Green Lot #517 '24,Nilgiri (Blue Mountains),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Honey; Floral; Light Malt; Plum,2.6,6.2,6.7,0.7,8.9,36,2,4,85,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Antioxidant Rich; Gentle Alertness,Creative; Focused,All Season,937.0,4.53,398,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Blue Mountains). Imbued with prominent sensory notes of Honey, Floral, Light Malt, this blend exhibits an aroma rating of 8.9/10. Specially curated for creative, focused rituals, it offers potent weight balance, antioxidant rich.",Kashmiri Girda Flatbread with Butter; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0286,Giloy & Tulsi Monsoon Kadha Herbal Lot #883,Himalayan Foothills,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Cooling; Sweet Earthy; Botanical,1.1,4.3,7.4,4.1,9.4,0,3,5,97,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Gut Health & Detox; Immunity Fortification; Deep Restful Sleep,Calm; Soothing; Relaxed,Monsoon Special,908.0,4.91,269,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Himalayan Foothills. Imbued with prominent sensory notes of Cooling, Sweet Earthy, Botanical, this blend exhibits an aroma rating of 9.4/10. Specially curated for calm, soothing rituals, it offers potent cortisol / stress reduction, gut health & detox.",Shrewsbury Butter Biscuits; Traditional Osmania Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0287,Dharamshala Mountain Dew Green Lot #437,Himachal Pradesh (Kangra Valley),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Floral; Roasted Corn; Sweet Vegetal; Nutty; Mellow Green,1.3,6.4,7.5,1.1,7.0,33,1,2,83,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Ease; Metabolic Balance,Calm; Refreshed; Meditative,Second Flush Summer,491.0,4.6,449,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Kangra Valley). Imbued with prominent sensory notes of Floral, Roasted Corn, Sweet Vegetal, this blend exhibits an aroma rating of 7.0/10. Specially curated for calm, refreshed rituals, it offers potent digestive ease, metabolic balance.",Shrewsbury Butter Biscuits; Spicy Bhakarwadi & Mathri; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0288,Kanchenjunga Mist Golden Tips,"Sikkim (Temi Tea Estate, South Sikkim)",Sikkim Temi,100% Organic Single Estate Temi Leaves,Muscatel; Peach; Caramel,2.2,8.2,7.0,1.4,8.1,37,5,4,85,2.5g per 200ml (or 1:1 milk-water for Chai),Cardiovascular Support; Pure Organic Nutrition; L-Theanine Serenity; Skin Vitality,Refreshed; Meditative; Serene; Focused,Monsoon Special,601.0,4.53,26,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Temi Tea Estate, South Sikkim). Imbued with prominent sensory notes of Muscatel, Peach, Caramel, this blend exhibits an aroma rating of 8.1/10. Specially curated for refreshed, meditative rituals, it offers potent cardiovascular support, pure organic nutrition.",Poha with Roasted Peanuts; Kolkata Style Kathi Rolls; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0289,First Flush Spring Champagne Lot #540 '26,Darjeeling (Goomtee),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Honeysuckle; Floral; Green Apple; Pine Wood,1.5,6.9,7.8,0.6,8.9,45,5,3,83,2.5g per 200ml (or 1:1 milk-water for Chai),High Antioxidants; Cellular Protection; Gentle Vitality; Heart Wellness,Calm; Refreshed; Uplifted; Focused,Autumnal Harvest,621.0,4.97,94,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Goomtee). Imbued with prominent sensory notes of Honeysuckle, Floral, Green Apple, this blend exhibits an aroma rating of 8.9/10. Specially curated for calm, refreshed rituals, it offers potent high antioxidants, cellular protection.",Kolkata Style Kathi Rolls; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1594631252845-29fc4cc8cde9?auto=format&fit=crop&w=800&q=80
TEA-IN-0290,Golden Tips Extra Special Orthodox '25,Assam (Sibsagar),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Molasses; Malty; Caramel,5.4,4.1,2.9,2.2,7.8,66,4,5,100,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Cardiovascular Support; Immune Strength,Energetic; Focused; Uplifted,Monsoon Special,894.0,4.52,166,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Sibsagar). Imbued with prominent sensory notes of Molasses, Malty, Caramel, this blend exhibits an aroma rating of 7.8/10. Specially curated for energetic, focused rituals, it offers potent digestive power, cardiovascular support.",Kashmiri Girda Flatbread with Butter; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0291,Rose Petal & Green Cardamom Sweet Chai,Delhi Old Quarter,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Peppery; Ginger (Adrak); Creamy; Sweet Heat; Clove (Laung),5.8,5.6,1.9,7.7,9.0,56,23,5,97,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Anti-inflammatory,Refreshed; Energetic; Uplifted; Cozy,All Season,699.0,4.43,248,"An exquisite handcrafted masala chai harvest from the famed terroirs of Delhi Old Quarter. Imbued with prominent sensory notes of Peppery, Ginger (Adrak), Creamy, this blend exhibits an aroma rating of 9.0/10. Specially curated for refreshed, energetic rituals, it offers potent digestive comfort, anti-inflammatory.",Dhokla with Green Chilies; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0292,Pampore Golden Saffron Green Infusion Lot #409 '24,Kashmir (Gulmarg Hills),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Delicate Green; Sweet Almond; Floral Honey; Saffron (Kesar),2.1,6.5,6.4,6.3,9.7,28,4,4,82,2.5g per 200ml (or 1:1 milk-water for Chai),Calming Warmth; Digestive Fire,Calm; Relaxed; Refreshed; Cozy,Winter Warmth,584.0,4.96,117,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Gulmarg Hills). Imbued with prominent sensory notes of Delicate Green, Sweet Almond, Floral Honey, this blend exhibits an aroma rating of 9.7/10. Specially curated for calm, relaxed rituals, it offers potent calming warmth, digestive fire.",Crisp Hot Samosas with Mint & Tamarind Chutney; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0293,Tiger Hill Single Cultivar Nilgiri '25,Nilgiri (Blue Mountains),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Sweet Melon; Crisp Fruit; Light Malt; Plum,2.4,7.0,7.8,0.9,8.0,46,4,3,93,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Heart Health; Daily Refreshment,Refreshed; Creative; Uplifted,First Flush Spring,670.0,4.73,162,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Blue Mountains). Imbued with prominent sensory notes of Sweet Melon, Crisp Fruit, Light Malt, this blend exhibits an aroma rating of 8.0/10. Specially curated for refreshed, creative rituals, it offers potent weight balance, heart health.",Shrewsbury Butter Biscuits; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0294,Moringa & Lemongrass Detox Flush Lot #355 '24,Kerala (Western Ghats),Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Warm Ginger; Cooling; Woody; Botanical; Tulsi Mint,1.8,4.0,5.4,4.4,8.2,0,5,7,97,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Immunity Fortification,Calm; Soothing,Monsoon Special,769.0,4.77,354,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Kerala (Western Ghats). Imbued with prominent sensory notes of Warm Ginger, Cooling, Woody, this blend exhibits an aroma rating of 8.2/10. Specially curated for calm, soothing rituals, it offers potent cortisol / stress reduction, immunity fortification.",Dhokla with Green Chilies; Shrewsbury Butter Biscuits; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0295,Wild Herb Infused Kangra Tea Lot #312 '24,Himachal Pradesh (Palampur),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Mellow Green; Floral; Sweet Vegetal; Nutty,1.8,6.0,7.2,1.8,7.8,33,5,4,81,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Ease; Peaceful Focus,Calm; Meditative,Monsoon Special,663.0,4.9,438,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Palampur). Imbued with prominent sensory notes of Mellow Green, Floral, Sweet Vegetal, this blend exhibits an aroma rating of 7.8/10. Specially curated for calm, meditative rituals, it offers potent digestive ease, peaceful focus.",Poha with Roasted Peanuts; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0296,Sikkim Green Dragon Spring Leaf,"Sikkim (Temi Tea Estate, South Sikkim)",Sikkim Temi,100% Organic Single Estate Temi Leaves,Sweet Floral; Gentle Spice; Honeyed Wood; Caramel,2.0,8.3,8.9,1.2,8.8,44,0,3,88,2.5g per 200ml (or 1:1 milk-water for Chai),Pure Organic Nutrition; Cardiovascular Support,Refreshed; Focused,Winter Warmth,1333.0,4.53,382,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Temi Tea Estate, South Sikkim). Imbued with prominent sensory notes of Sweet Floral, Gentle Spice, Honeyed Wood, this blend exhibits an aroma rating of 8.8/10. Specially curated for refreshed, focused rituals, it offers potent pure organic nutrition, cardiovascular support.",Crisp Hot Samosas with Mint & Tamarind Chutney; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0297,Autumnal Flush Ruby Harvest Lot #677 '24,Darjeeling (Castle Castleton),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Floral; Honey; Honeysuckle; Apricot; Muscatel,2.3,6.9,7.7,1.3,8.5,43,0,3,81,2.5g per 200ml (or 1:1 milk-water for Chai),High Antioxidants; Heart Wellness,Meditative; Uplifted,Second Flush Summer,968.0,4.9,216,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Castle Castleton). Imbued with prominent sensory notes of Floral, Honey, Honeysuckle, this blend exhibits an aroma rating of 8.5/10. Specially curated for meditative, uplifted rituals, it offers potent high antioxidants, heart wellness.",Poha with Roasted Peanuts; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0298,Malty Breakfast Kadak CTC,Assam (Golaghat),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Honey; Molasses; Caramel,4.4,6.3,2.1,3.3,7.3,82,0,4,99,2.5g per 200ml (or 1:1 milk-water for Chai),Immune Strength; Cardiovascular Support; Metabolic Fire,Focused; Motivated; Uplifted,Autumnal Harvest,895.0,4.93,435,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Golaghat). Imbued with prominent sensory notes of Honey, Molasses, Caramel, this blend exhibits an aroma rating of 7.3/10. Specially curated for focused, motivated rituals, it offers potent immune strength, cardiovascular support.",Crisp Onion & Paneer Pakoras; Kolkata Style Kathi Rolls; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1514733670139-4d87a1941d55?auto=format&fit=crop&w=800&q=80
TEA-IN-0299,Royal Elaichi & Kesar Rich Chai Lot #253 '24,Assam & Kerala Spice Hills,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Spicy; Cardamom (Elaichi); Ginger (Adrak); Sweet Heat,4.0,5.8,3.2,9.5,9.5,42,51,5,100,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Instant Warming,Refreshed; Uplifted; Comforting,First Flush Spring,690.0,4.74,145,"An exquisite handcrafted masala chai harvest from the famed terroirs of Assam & Kerala Spice Hills. Imbued with prominent sensory notes of Spicy, Cardamom (Elaichi), Ginger (Adrak), this blend exhibits an aroma rating of 9.5/10. Specially curated for refreshed, uplifted rituals, it offers potent digestive comfort, instant warming.",Dhokla with Green Chilies; Poha with Roasted Peanuts; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0300,Pink Salted Noon Chai (Sheer Chai) Lot #647,Kashmir (Gulmarg Hills),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cardamom; Cinnamon; Saffron (Kesar),2.1,6.7,6.3,7.1,9.5,26,5,3,85,2.5g per 200ml (or 1:1 milk-water for Chai),Skin Glow & Radiance; Immunity Boost,Refreshed; Relaxed; Meditative; Cozy,Autumnal Harvest,701.0,4.88,235,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Gulmarg Hills). Imbued with prominent sensory notes of Cardamom, Cinnamon, Saffron (Kesar), this blend exhibits an aroma rating of 9.5/10. Specially curated for refreshed, relaxed rituals, it offers potent skin glow & radiance, immunity boost.",Crisp Onion & Paneer Pakoras; Warm Cardamom Nankhatai; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0301,High Altitude Floral White Nilgiri,Nilgiri (Coonoor),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Floral; Light Malt; Honey; Sweet Melon; Bright Citrus,3.4,7.8,7.1,0.6,9.4,42,5,3,95,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Daily Refreshment,Refreshed; Focused,First Flush Spring,1192.0,4.62,91,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Coonoor). Imbued with prominent sensory notes of Floral, Light Malt, Honey, this blend exhibits an aroma rating of 9.4/10. Specially curated for refreshed, focused rituals, it offers potent weight balance, daily refreshment.",Dhokla with Green Chilies; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0302,Giloy & Tulsi Monsoon Kadha Herbal Lot #555 '26,Uttarakhand Sacred Valleys,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Cooling; Woody; Tulsi Mint; Botanical,0.5,4.4,4.2,4.6,8.7,0,1,5,98,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Gut Health & Detox; Immunity Fortification; Joint & Anti-inflammatory,Calm; Soothing; Relaxed,Winter Warmth,335.0,4.57,441,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Uttarakhand Sacred Valleys. Imbued with prominent sensory notes of Cooling, Woody, Tulsi Mint, this blend exhibits an aroma rating of 8.7/10. Specially curated for calm, soothing rituals, it offers potent cortisol / stress reduction, gut health & detox.",Spicy Bhakarwadi & Mathri; Traditional Osmania Butter Biscuits; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0303,Wild Herb Infused Kangra Tea Lot #769 '25,Himachal Pradesh (Dharamshala),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Sweet Vegetal; Pine Mist; Nutty,1.4,7.5,7.3,0.8,7.2,26,4,3,75,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Ease; High Polyphenols,Refreshed; Meditative; Uplifted,Monsoon Special,1230.0,4.68,308,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Dharamshala). Imbued with prominent sensory notes of Sweet Vegetal, Pine Mist, Nutty, this blend exhibits an aroma rating of 7.2/10. Specially curated for refreshed, meditative rituals, it offers potent digestive ease, high polyphenols.",Traditional Osmania Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0304,Temi Estate 100% Organic First Flush '24,"Sikkim (Temi Tea Estate, South Sikkim)",Sikkim Temi,100% Organic Single Estate Temi Leaves,Sweet Floral; Honeyed Wood; Peach; Caramel; Gentle Spice,3.5,7.9,8.9,2.0,8.5,37,2,3,90,2.5g per 200ml (or 1:1 milk-water for Chai),Pure Organic Nutrition; L-Theanine Serenity; Cardiovascular Support; Skin Vitality,Calm; Refreshed; Meditative; Serene,All Season,728.0,4.45,368,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Temi Tea Estate, South Sikkim). Imbued with prominent sensory notes of Sweet Floral, Honeyed Wood, Peach, this blend exhibits an aroma rating of 8.5/10. Specially curated for calm, refreshed rituals, it offers potent pure organic nutrition, l-theanine serenity.",Poha with Roasted Peanuts; Kashmiri Girda Flatbread with Butter; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0305,Silver Needle White Darjeeling Lot #847 '26,Darjeeling (Okayti),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Honey; Apricot; Floral; Citrus Zest,3.8,6.4,9.4,1.0,8.7,51,3,3,90,2.5g per 200ml (or 1:1 milk-water for Chai),Gentle Vitality; Heart Wellness,Calm; Focused,Monsoon Special,1391.0,4.42,171,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Okayti). Imbued with prominent sensory notes of Honey, Apricot, Floral, this blend exhibits an aroma rating of 8.7/10. Specially curated for calm, focused rituals, it offers potent gentle vitality, heart wellness.",Shrewsbury Butter Biscuits; Gulab Jamun with Rosewater Syrup; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0306,Malty Breakfast Kadak CTC Lot #462,Assam (Dibrugarh),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Honey; Bold Body; Caramel; Woody; Malty,4.6,5.7,1.8,2.9,7.6,80,5,4,95,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Cardiovascular Support; Metabolic Fire,Uplifted; Cozy; Focused,Winter Warmth,705.0,4.9,369,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Dibrugarh). Imbued with prominent sensory notes of Honey, Bold Body, Caramel, this blend exhibits an aroma rating of 7.6/10. Specially curated for uplifted, cozy rituals, it offers potent digestive power, cardiovascular support.",Poha with Roasted Peanuts; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0307,Authentic Mumbai Cutting Masala Chai Lot #675,Mumbai Heritage,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Cinnamon (Dalchini); Clove (Laung); Sweet Heat; Peppery,5.6,5.3,1.5,8.5,9.1,51,44,6,95,2.5g per 200ml (or 1:1 milk-water for Chai),Cold & Cough Relief; Immunity Shield; Instant Warming,Refreshed; Uplifted; Comforting; Cozy,Second Flush Summer,797.0,4.63,379,"An exquisite handcrafted masala chai harvest from the famed terroirs of Mumbai Heritage. Imbued with prominent sensory notes of Cinnamon (Dalchini), Clove (Laung), Sweet Heat, this blend exhibits an aroma rating of 9.1/10. Specially curated for refreshed, uplifted rituals, it offers potent cold & cough relief, immunity shield.",Kashmiri Girda Flatbread with Butter; Crisp Onion & Paneer Pakoras; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0308,Pampore Golden Saffron Green Infusion Lot #659,Kashmir (Pampore Saffron Fields),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cardamom; Delicate Green; Saffron (Kesar),1.9,7.9,7.1,5.1,9.6,20,2,4,83,2.5g per 200ml (or 1:1 milk-water for Chai),Stress Relief; Digestive Fire; Skin Glow & Radiance; Immunity Boost,Relaxed; Cozy,All Season,1131.0,4.59,129,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Pampore Saffron Fields). Imbued with prominent sensory notes of Cardamom, Delicate Green, Saffron (Kesar), this blend exhibits an aroma rating of 9.6/10. Specially curated for relaxed, cozy rituals, it offers potent stress relief, digestive fire.",Spicy Bhakarwadi & Mathri; Kolkata Style Kathi Rolls; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0309,Nilgiri Golden Needle Rare Estate '25,Nilgiri (Blue Mountains),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Floral; Light Malt; Honey; Sweet Melon; Bright Citrus,3.4,6.7,6.6,2.4,8.7,45,1,4,90,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Heart Health; Daily Refreshment; Gentle Alertness,Focused; Uplifted,Monsoon Special,1221.0,4.76,154,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Blue Mountains). Imbued with prominent sensory notes of Floral, Light Malt, Honey, this blend exhibits an aroma rating of 8.7/10. Specially curated for focused, uplifted rituals, it offers potent weight balance, heart health.",Gulab Jamun with Rosewater Syrup; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0310,Giloy & Tulsi Monsoon Kadha Herbal Lot #755 '24,Himalayan Foothills,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Herbal; Tulsi Mint; Fennel Sweetness,0.6,7.0,4.8,4.8,9.0,0,1,6,96,2.5g per 200ml (or 1:1 milk-water for Chai),Joint & Anti-inflammatory; Immunity Fortification,Calm; Soothing; Relaxed; Meditative,Winter Warmth,576.0,4.96,191,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Himalayan Foothills. Imbued with prominent sensory notes of Herbal, Tulsi Mint, Fennel Sweetness, this blend exhibits an aroma rating of 9.0/10. Specially curated for calm, soothing rituals, it offers potent joint & anti-inflammatory, immunity fortification.",Poha with Roasted Peanuts; Spicy Bhakarwadi & Mathri; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0311,Palampur Orthodox Spring Gold Lot #282,Himachal Pradesh (Dharamshala),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Mellow Green; Roasted Corn; Nutty,1.4,6.6,6.0,1.5,8.4,37,5,4,76,2.5g per 200ml (or 1:1 milk-water for Chai),Antioxidant Shield; Digestive Ease; High Polyphenols; Peaceful Focus,Calm; Refreshed; Focused; Meditative,Winter Warmth,723.0,4.43,260,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Dharamshala). Imbued with prominent sensory notes of Mellow Green, Roasted Corn, Nutty, this blend exhibits an aroma rating of 8.4/10. Specially curated for calm, refreshed rituals, it offers potent antioxidant shield, digestive ease.",Gulab Jamun with Rosewater Syrup; Kashmiri Girda Flatbread with Butter; Traditional Osmania Butter Biscuits,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
